Month,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Year,Date/Time Event Began,Date/Time Restoration
August,Connecticut,NPCC,Severe Weather,100,60687,2020,2020-08-27 17:11:00,2020-08-28 10:00:00
August,Texas,TRE,Severe Weather,208,Unknown,2020,2020-08-27 13:24:00,
August,Texas,TRE,Severe Weather,350,Unknown,2020,2020-08-27 12:06:00,
August,West Virginia,RF,Suspicious Activity,2900,Unknown,2020,2020-08-27 06:00:00,2020-08-27 06:05:00
August,Louisiana,SERC,Severe Weather,Unknown,Unknown,2020,2020-08-27 03:14:00,
August,Washington,WECC,Severe Weather,0,0,2020,2020-08-28 16:27:00,2020-08-28 19:26:00
August,Maine,NPCC,System Operations,0,0,2020,2020-08-28 00:25:00,2020-08-28 01:00:00
August,Texas,TRE,Severe Weather,Unknown,Unknown,2020,2020-08-29 03:35:00,2020-08-29 05:45:00
August,Washington,WECC,Vandalism,0,0,2020,2020-08-31 09:00:00,2020-08-31 15:53:00
September,California,WECC,Suspicious Activity,0,0,2020,2020-09-01 13:04:00,2020-09-01 13:05:00
September,Washington,WECC,Transmission Interruption,Unknown,Unknown,2020,2020-09-03 13:46:00,2020-09-03 22:47:00
September,Florida,FRCC,System Operations,0,0,2020,2020-09-04 01:07:00,2020-09-04 01:37:00
September,California,WECC,Severe Weather,986,Unknown,2020,2020-09-05 17:20:00,2020-09-05 20:37:00
September,California,WECC,Severe Weather,100,20000,2020,2020-09-05 17:25:00,2020-09-05 20:55:00
September,Nevada,WECC,Severe Weather,8180,1400000,2020,2020-09-06 16:00:00,2020-09-06 21:00:00
September,California,WECC,System Operations,1071,Unknown,2020,2020-09-06 16:30:00,2020-09-06 21:05:00
September,Washington,WECC,System Operations,0,0,2020,2020-09-06 17:36:00,2020-09-06 19:27:00
September,California,WECC,Severe Weather,Unknown,72000,2020,2020-09-06 17:00:00,2020-09-07 03:00:00
September,California,WECC,Transmission Interruption,610,172000,2020,2020-09-07 22:40:00,2020-09-09 17:24:00
September,Washington,WECC,Severe Weather,Unknown,71500,2020,2020-09-07 18:00:00,2020-09-08 18:00:00
September,Washington,WECC,Natural Disaster,80,21000,2020,2020-09-07 09:13:00,2020-09-08 06:00:00
September,Oregon,WECC,Severe Weather,2859,103000,2020,2020-09-07 19:05:00,2020-09-08 22:00:00
September,Michigan,RF,System Operations,265,0,2020,2020-09-08 09:50:00,2020-09-08 10:56:00
September,Minnesota,MRO,Suspicious Activity,0,0,2020,2020-09-09 22:16:00,2020-09-11 08:17:00
September,Idaho,WECC,Natural Disaster,0,0,2020,2020-09-09 11:22:00,2020-09-09 13:04:00
September,Alabama,SERC,Severe Weather/Transmission Interruption,236,34096,2020,2020-09-15 22:00:00,2020-09-20 15:00:00
September,North Dakota,MRO,System Operations,0,0,2020,2020-09-15 15:04:00,2020-09-15 15:37:00
September,Florida,FRCC,System Operations,0,0,2020,2020-09-16 07:00:00,2020-09-18 06:00:00
September,Alabama,SERC,Severe Weather,0,77600,2020,2020-09-16 03:00:00,2020-09-21 08:00:00
September,Maine,NPCC,Vandalism,0,0,2020,2020-09-16 02:09:00,2020-09-16 02:20:00
September,Oklahoma,SPP RE,Actual Physical Attack,0,Unknown,2020,2020-09-20 20:01:00,2020-09-21 15:44:00
September,California,WECC,System Operations,8,4350,2020,2020-09-22 10:02:00,2020-09-22 12:58:00
September,New Jersey,RF,Vandalism,0,0,2020,2020-09-23 12:00:00,2020-09-23 13:00:00
September,Nevada,WECC,Actual Physical Attack,26,13000,2020,2020-09-26 05:17:00,2020-09-26 05:41:00
September,California,WECC,Natural Disaster,337,102267,2020,2020-09-27 18:27:00,2020-09-28 15:17:00
September,Connecticut,NPCC,Severe Weather,Unknown,155000,2020,2020-09-30 05:55:00,2020-09-30 23:30:00
October,Virginia,SERC,Suspicious Activity,0,0,2020,2020-10-02 19:30:00,2020-10-04 06:30:00
October,Louisiana,SERC,Transmission Interruption,183,39089,2020,2020-10-07 13:45:00,2020-10-07 13:59:00
October,New York,NPCC,Severe Weather,Unknown,7500,2020,2020-10-07 16:00:00,
October,Connecticut,NPCC,Severe Weather,Unknown,186600,2020,2020-10-07 18:50:00,2020-10-09 15:00:00
October,Colorado,WECC,Transmission Interruption,0,0,2020,2020-10-09 10:44:00,2020-10-09 22:25:00
October,Louisiana,SERC,Severe Weather,200,50000,2020,2020-10-09 20:00:00,2020-10-15 07:00:00
October,Louisiana,SERC,Severe Weather,Unknown,132200,2020,2020-10-09 19:50:00,2020-10-11 15:09:00
October,Louisiana,SERC,Severe Weather,Unknown,477966,2020,2020-10-09 17:30:00,2020-10-10 18:00:00
October,Louisiana,SERC,Severe Weather,Unknown,50000,2020,2020-10-09 20:00:00,2020-10-10 06:00:00
October,Washington,WECC,Transmission Interruption,0,0,2020,2020-10-10 23:10:00,2020-10-10 23:15:00
October,Oregon,WECC,System Operations,0,0,2020,2020-10-10 08:05:00,2020-10-10 12:00:00
October,Louisiana,SERC,Severe Weather,Unknown,Unknown,2020,2020-10-10 02:22:00,2020-10-10 05:00:00
October,Florida,FRCC,Transmission Interruption,0,0,2020,2020-10-12 04:06:00,2020-10-12 04:07:00
October,Washington,WECC,Severe Weather,Unknown,76000,2020,2020-10-13 13:14:00,2020-10-14 14:00:00
October,Texas,TRE,Transmission Interruption,18,Unknown,2020,2020-10-14 18:26:00,2020-10-15 13:11:00
October,Washington,WECC,Vandalism,0,0,2020,2020-10-15 23:43:00,
October,Michigan,RF,System Operations,0,0,2020,2020-10-15 16:50:00,
October,Kentucky,SERC,Vandalism,62,0,2020,2020-10-16 14:00:00,2020-10-16 16:00:00
October,Illinois,SERC,Transmission Interruption,0,0,2020,2020-10-20 18:48:00,2020-10-20 18:49:00
October,Idaho,WECC,Suspicious Activity,0,0,2020,2020-10-22 08:00:00,2020-10-22 08:01:00
October,Florida,FRCC,System Operations,0,0,2020,2020-10-22 22:48:00,2020-10-22 23:34:00
October,Ohio,RF,Transmission Interruption,Unknown,Unknown,2020,2020-10-23 15:42:00,2020-10-23 23:11:00
October,Texas,TRE,Severe Weather,Unknown,55506,2020,2020-10-23 15:46:00,2020-10-23 23:03:00
October,Minnesota,MRO,Transmission Interruption,1,4,2020,2020-10-24 20:13:00,2020-10-24 22:52:00
October,California,WECC,Severe Weather,1218,370000,2020,2020-10-25 14:32:00,2020-10-27 18:00:00
October,Wisconsin,MRO,Suspicious Activity,0,0,2020,2020-10-25 03:25:00,2020-10-25 03:45:00
October,Oklahoma,SPP RE,Severe Weather,Unknown,447000,2020,2020-10-26 13:00:00,2020-11-07 19:00:00
October,California,WECC,Severe Weather,Unknown,136833,2020,2020-10-26 11:24:00,2020-10-27 16:43:00
October,Colorado,WECC,Transmission Interruption,75,13000,2020,2020-10-26 09:28:00,2020-10-26 12:20:00
October,Kentucky,SERC,Vandalism,64,0,2020,2020-10-26 10:00:00,2020-10-26 10:15:00
October,Oklahoma,SPP RE,Severe Weather,Unknown,235000,2020,2020-10-27 17:50:00,
October,Alabama,SERC,Severe Weather,253,35478,2020,2020-10-28 21:37:00,2020-11-02 19:30:00
October,Louisiana,SERC,Severe Weather,Unknown,481268,2020,2020-10-28 18:00:00,2020-10-29 01:15:00
October,Texas,TRE,Transmission Interruption,Unknown,Unknown,2020,2020-10-28 11:53:00,2020-10-28 15:26:00
October,Texas,TRE,Severe Weather,Unknown,Unknown,2020,2020-10-28 10:28:00,2020-10-28 10:29:00
October,Louisiana,SERC,Severe Weather,Unknown,72707,2020,2020-10-28 17:12:00,2020-10-29 16:30:00
October,North Carolina,SERC,Severe Weather,Unknown,461580,2020,2020-10-29 08:15:00,2020-10-31 18:45:00
October,Maine,NPCC,System Operations,0,0,2020,2020-10-29 11:58:00,2020-10-29 13:10:00
October,Alabama,SERC,Severe Weather,0,90000,2020,2020-10-29 02:00:00,2020-10-31 09:00:00
November,Ohio,RF,Severe Weather,Unknown,85677,2020,2020-11-01 18:00:00,2020-11-01 18:09:00
November,California,WECC,Suspicious Activity,0,0,2020,2020-11-01 12:31:00,2020-11-01 12:35:00
November,Florida,FRCC,Suspicious Activity,0,0,2020,2020-11-02 11:12:00,2020-11-02 11:21:00
November,Colorado,WECC,Transmission Interruption,0,0,2020,2020-11-07 17:40:00,2020-11-07 22:10:00
November,New Hampshire,NPCC,Vandalism,0,0,2020,2020-11-09 12:00:00,2020-11-10 09:45:00
November,Arizona,WECC,System Operations,0,0,2020,2020-11-10 10:42:00,2020-11-10 12:45:00
November,Washington,WECC,System Operations,0,0,2020,2020-11-13 00:20:00,2020-11-13 08:00:00
November,California,WECC,Fuel Supply Deficiency,0,0,2020,2020-11-14 07:40:00,
November,Ohio,RF,Severe Weather,Unknown,123361,2020,2020-11-15 15:08:00,2020-11-15 22:30:00
November,Ohio,RF,Severe Weather,Unknown,96809,2020,2020-11-15 14:52:00,2020-11-16 05:59:00
November,Michigan,RF,Severe Weather,Unknown,150000,2020,2020-11-15 12:30:00,2020-11-18 09:44:00
November,Michigan,RF,Severe Weather,Unknown,57327,2020,2020-11-15 15:37:00,2020-11-17 12:15:00
November,Connecticut,NPCC,Severe Weather,Unknown,62408,2020,2020-11-15 23:05:00,2020-11-16 05:00:00
November,Ohio,RF,Severe Weather,Unknown,75000,2020,2020-11-15 11:30:00,2020-11-16 03:25:00
November,Missouri,SERC,System Operations,0,0,2020,2020-11-18 08:30:00,2020-11-18 10:50:00
November,Maine,NPCC,System Operations,0,0,2020,2020-11-18 10:20:00,2020-11-18 11:18:00
November,Texas,TRE,System Operations,0,Unknown,2020,2020-11-20 09:10:00,2020-11-20 09:22:00
November,Nevada,WECC,Actual Physical Attack,21,577,2020,2020-11-21 11:59:00,2020-11-21 12:59:00
November,Wisconsin,MRO,System Operations,0,0,2020,2020-11-23 05:50:00,2020-11-23 07:27:00
November,Texas,TRE,Transmission Interruption,0,0,2020,2020-11-30 14:33:00,2020-11-30 17:20:00
November,Massachusetts,NPCC,Severe Weather,Unknown,116000,2020,2020-11-30 16:24:00,2020-12-01 14:25:00
December,Ohio,RF,Severe Weather,Unknown,170190,2020,2020-12-01 12:32:00,2020-12-01 22:50:00
December,Colorado,WECC,Transmission Interruption,89,0,2020,2020-12-03 09:01:00,2020-12-03 09:03:00
December,California,WECC,Severe Weather,93,73000,2020,2020-12-03 00:44:00,2020-12-05 11:03:00
December,California,WECC,Severe Weather,132,51686,2020,2020-12-03 10:57:00,2020-12-04 15:02:00
December,Connecticut,NPCC,Severe Weather,Unknown,271231,2020,2020-12-05 16:40:00,
December,Pennsylvania,RF,System Operations,0,0,2020,2020-12-06 09:45:00,2020-12-06 17:00:00
December,California,WECC,Severe Weather,286,76234,2020,2020-12-07 18:10:00,2020-12-08 21:09:00
December,Michigan,RF,System Operations,0,0,2020,2020-12-08 09:43:00,2020-12-08 10:33:00
December,Missouri,MRO,System Operations,0,0,2020,2020-12-09 13:20:00,2020-12-09 14:30:00
December,Washington,WECC,System Operations,0,0,2020,2020-12-10 16:30:00,2020-12-12 05:00:00
December,Texas,TRE,System Operations,0,0,2020,2020-12-11 22:51:00,2020-12-11 23:57:00
December,California,WECC,System Operations,298,159239,2020,2020-12-13 06:47:00,2020-12-13 07:36:00
December,Idaho,WECC,Cyber Event,0,0,2020,2020-12-14 11:00:00,
December,California,WECC,System Operations,0,0,2020,2020-12-14 17:01:00,2020-12-14 17:34:00
December,New Jersey,RF,Cyber Event,0,0,2020,2020-12-14 01:30:00,
December,Oklahoma,MRO,Transmission Interruption,Unknown,Unknown,2020,2020-12-16 23:20:00,2020-12-17 07:20:00
December,California,WECC,Severe Weather,35,17000,2020,2020-12-17 08:07:00,2020-12-17 08:32:00
December,Michigan,RF,System Operations,0,0,2020,2020-12-17 16:19:00,2020-12-17 16:57:00
December,Oregon,WECC,Suspicious Activity,0,0,2020,2020-12-18 06:34:00,2020-12-18 09:51:00
December,California,WECC,Cyber Event,0,0,2020,2020-12-20 05:06:00,2020-12-20 05:22:00
December,Washington,WECC,Vandalism,0,2000,2020,2020-12-22 02:20:00,2020-12-22 02:21:00
December,Pennsylvania,RF,Severe Weather/Distribution Interruption,Unknown,68114,2020,2020-12-24 23:40:00,
December,California,WECC,Vandalism,0,0,2020,2020-12-25 03:51:00,2020-12-25 03:52:00
December,Ohio,RF,Suspicious Activity,0,0,2020,2020-12-25 18:51:00,2020-12-25 19:24:00
December,Connecticut,NPCC,Severe Weather,Unknown,19000,2020,2020-12-25 07:55:00,2020-12-25 16:45:00
December,Virginia,SERC,Vandalism,0,0,2020,2020-12-28 17:31:00,2020-12-29 13:31:00
January,California,WECC,Vandalism,0,0,2021,2021-01-01 07:04:00,2021-01-01 07:05:00
January,California,WECC,System Operations,8,5803,2021,2021-01-02 10:28:00,2021-01-02 10:29:00
January,Pennsylvania,RF,Transmission Interruption,6,3825,2021,2021-01-04 10:34:00,2021-01-04 10:49:00
January,Arkansas,SERC,Sabotage,Unknown,1908,2021,2021-01-08 01:26:00,2021-01-08 02:45:00
January,Texas,TRE,Severe Weather,Unknown,188000,2021,2021-01-10 22:44:00,2021-01-13 16:00:00
January,Louisiana,SERC,Severe Weather/Distribution Interruption,Unknown,58000,2021,2021-01-11 05:00:00,2021-01-11 14:22:00
January,Washington,WECC,Severe Weather,100,320000,2021,2021-01-12 23:50:00,2021-01-15 13:00:00
January,Oregon,WECC,Severe Weather,Unknown,94231,2021,2021-01-12 20:46:00,2021-01-13 16:00:00
January,Washington,WECC,Severe Weather/Distribution Interruption,150,70000,2021,2021-01-12 23:49:00,2021-01-14 14:00:00
January,Washington,WECC,Severe Weather/Transmission Interruption,200,62000,2021,2021-01-12 20:30:00,
January,Washington,WECC,Severe Weather,185,70417,2021,2021-01-13 03:43:00,2021-01-13 16:00:00
January,Georgia,SERC,Vandalism,0,0,2021,2021-01-13 13:05:00,2021-01-13 13:06:00
January,Missouri,SERC,System Operations,0,0,2021,2021-01-15 17:48:00,2021-01-15 18:55:00
January,Connecticut,NPCC,System Operations,0,0,2021,2021-01-18 14:07:00,2021-01-18 14:42:00
January,California,WECC,Severe Weather,Unknown,173746,2021,2021-01-19 09:31:00,2021-01-21 14:36:00
January,California,WECC,Severe Weather,411,124888,2021,2021-01-19 02:48:00,2021-01-20 11:41:00
January,Texas,TRE,Vandalism,0,0,2021,2021-01-21 00:00:00,2021-02-03 16:55:00
January,Georgia,SERC,Cyber Event,29,Unknown,2021,2021-01-23 07:00:00,2021-01-27 13:45:00
January,California,WECC,Suspicious Activity,45,0,2021,2021-01-23 07:45:00,2021-01-23 08:00:00
January,California,WECC,Severe Weather,841,255715,2021,2021-01-26 20:49:00,2021-01-28 21:14:00
January,New Hampshire,NPCC,Vandalism,0,0,2021,2021-01-27 12:30:00,2021-01-27 16:18:00
January,New Hampshire,NPCC,Vandalism,0,0,2021,2021-01-28 10:15:00,2021-01-28 16:46:00
February,Texas,TRE,Transmission Interruption,13,6102,2021,2021-02-01 23:25:00,2021-02-02 01:12:00
February,South Dakota,MRO,Severe Weather/Transmission Interruption,5,4,2021,2021-02-02 12:34:00,2021-02-02 15:43:00
February,South Dakota,MRO,Severe Weather/Transmission Interruption,5,3,2021,2021-02-02 09:25:00,2021-02-03 11:38:00
February,North Dakota,MRO,Transmission Interruption,7,1400,2021,2021-02-03 14:22:00,2021-02-04 22:32:00
February,Arkansas,SERC,Vandalism,0,0,2021,2021-02-05 09:43:00,2021-02-05 11:19:00
February,Ohio,RF,Transmission Interruption,0,0,2021,2021-02-06 06:50:00,2021-02-06 14:43:00
February,Texas,TRE,Suspicious Activity,0,0,2021,2021-02-07 06:57:00,2021-02-07 07:34:00
February,Minnesota,MRO,Transmission Interruption,0,0,2021,2021-02-08 07:04:00,2021-02-08 14:10:00
February,New Hampshire,NPCC,System Operations,0,0,2021,2021-02-08 18:19:00,2021-02-08 18:29:00
February,Oregon,WECC,Vandalism,0,0,2021,2021-02-09 13:00:00,2021-02-10 14:21:00
February,North Carolina,SERC,Transmission Interruption,0,0,2021,2021-02-09 10:51:00,
February,Texas,TRE,Severe Weather,Unknown,2000000,2021,2021-02-10 15:00:00,2021-02-23 15:00:00
February,Illinois,SERC,Fuel Supply Deficiency,Unknown,Unknown,2021,2021-02-11 08:30:00,2021-02-22 09:00:00
February,Colorado,WECC,Transmission Interruption,0,0,2021,2021-02-11 19:21:00,2021-02-11 21:20:00
February,Kansas,MRO,Fuel Supply Deficiency,0,0,2021,2021-02-11 13:00:00,
February,Oregon,WECC,Severe Weather,Unknown,300187,2021,2021-02-12 21:00:00,2021-02-20 17:15:00
February,Texas,TRE,Fuel Supply Deficiency,Unknown,Unknown,2021,2021-02-12 15:30:00,2021-02-22 07:30:00
February,Washington,WECC,Severe Weather,164,37583,2021,2021-02-13 09:56:00,2021-02-13 11:01:00
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-13 13:30:00,2021-02-20 08:00:00
February,West Virginia,RF,Severe Weather,Unknown,55097,2021,2021-02-13 13:30:00,2021-02-19 21:00:00
February,South Carolina,SERC,Severe Weather,Unknown,129000,2021,2021-02-13 08:32:00,2021-02-14 15:00:00
February,Texas,TRE,Severe Weather,7214,Unknown,2021,2021-02-14 08:30:00,2021-02-19 18:00:00
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-14 08:30:00,2021-02-19 18:00:00
February,Oklahoma,MRO,Severe Weather,Unknown,Unknown,2021,2021-02-14 05:30:00,2021-02-18 10:00:00
February,Arkansas,SERC,Severe Weather,461,125484,2021,2021-02-14 20:21:00,2021-02-18 09:30:00
February,North Dakota,MRO,Severe Weather,3000,Unknown,2021,2021-02-14 20:00:00,2021-02-18 09:28:00
February,Missouri,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-14 19:05:00,
February,Nebraska,MRO,Severe Weather,0,0,2021,2021-02-14 20:32:00,
February,Missouri,SERC,Severe Weather,0,0,2021,2021-02-14 18:00:00,2021-02-16 22:00:00
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-15 01:20:00,2021-02-18 00:42:00
February,Texas,TRE,Severe Weather,4966,1390000,2021,2021-02-15 01:20:00,2021-02-18 00:02:00
February,Texas,TRE,System Operations,0,0,2021,2021-02-15 16:00:00,2021-02-15 18:34:00
February,Texas,TRE,Severe Weather,500,Unknown,2021,2021-02-15 00:00:00,
February,Texas,TRE,Severe Weather,300,Unknown,2021,2021-02-15 05:36:00,
February,Texas,TRE,Severe Weather,Unknown,175000,2021,2021-02-15 13:00:00,2021-02-20 10:00:00
February,Texas,TRE,Severe Weather,524,Unknown,2021,2021-02-15 01:54:00,2021-02-17 23:56:00
February,Texas,TRE,Severe Weather,7214,Unknown,2021,2021-02-15 01:20:00,2021-02-19 09:00:00
February,Louisiana,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-15 15:00:00,2021-02-19 10:00:00
February,Texas,TRE,Severe Weather,Unknown,219306,2021,2021-02-15 02:51:00,2021-02-19 09:00:00
February,Texas,TRE,Severe Weather,724,Unknown,2021,2021-02-15 01:54:00,2021-02-19 09:00:00
February,Texas,TRE,Severe Weather,Unknown,154000,2021,2021-02-15 03:06:00,
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-15 05:27:00,2021-02-18 08:18:00
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-15 01:23:00,2021-02-19 05:30:00
February,Kansas,MRO,Severe Weather,Unknown,Unknown,2021,2021-02-15 08:50:00,2021-02-18 09:30:00
February,Oklahoma,MRO,Fuel Supply Deficiency,0,0,2021,2021-02-15 07:00:00,2021-02-18 09:00:00
February,Oklahoma,MRO,Fuel Supply Deficiency,0,Unknown,2021,2021-02-15 19:48:00,2021-02-18 10:30:00
February,Texas,TRE,Severe Weather,116,29942,2021,2021-02-15 10:24:00,2021-02-18 09:52:00
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-15 18:00:00,2021-02-15 23:55:00
February,Texas,TRE,Severe Weather,800,Unknown,2021,2021-02-15 05:40:00,2021-02-16 13:11:00
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-15 06:45:00,
February,Arkansas,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-15 05:00:00,2021-02-17 16:00:00
February,Mississippi,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-15 17:00:00,2021-02-15 22:59:00
February,Texas,TRE,Severe Weather,107,25000,2021,2021-02-15 07:52:00,2021-02-17 14:15:00
February,Oklahoma,MRO,Severe Weather,350,200000,2021,2021-02-15 06:51:00,2021-02-16 13:19:00
February,Louisiana,SERC,System Operations,Unknown,Unknown,2021,2021-02-15 18:00:00,2021-02-15 23:59:00
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-15 18:00:00,2021-02-15 23:59:00
February,Louisiana,SERC,Fuel Supply Deficiency,Unknown,Unknown,2021,2021-02-15 14:00:00,2021-02-15 18:00:00
February,Texas,TRE,Severe Weather,360,72000,2021,2021-02-15 01:20:00,
February,Missouri,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-15 12:18:00,2021-02-15 13:22:00
February,Nebraska,MRO,Fuel Supply Deficiency,613,Unknown,2021,2021-02-15 10:00:00,
February,Texas,TRE,Severe Weather,0,0,2021,2021-02-15 09:10:00,
February,Texas,TRE,Severe Weather,300,Unknown,2021,2021-02-15 05:36:00,
February,Texas,TRE,Severe Weather,500,Unknown,2021,2021-02-15 00:00:00,
February,Kansas,MRO,Severe Weather,Unknown,222000,2021,2021-02-16 07:03:00,2021-02-20 22:00:00
February,Arkansas,SERC,Transmission Interruption,Unknown,Unknown,2021,2021-02-16 18:19:00,
February,Texas,TRE,System Operations,0,0,2021,2021-02-16 17:45:00,2021-02-16 19:15:00
February,Louisiana,SERC,Severe Weather,360,Unknown,2021,2021-02-16 06:48:00,
February,Texas,TRE,Fuel Supply Deficiency,Unknown,Unknown,2021,2021-02-16 18:35:00,2021-02-17 01:00:00
February,Texas,TRE,System Operations,0,0,2021,2021-02-16 23:28:00,
February,Missouri,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-16 16:40:00,2021-02-20 00:00:00
February,Mississippi,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-16 17:35:00,2021-02-17 00:00:00
February,Nebraska,MRO,Severe Weather,126,81100,2021,2021-02-16 07:20:00,2021-02-16 10:02:00
February,Louisiana,SERC,Severe Weather,1420,Unknown,2021,2021-02-16 05:30:00,2021-02-16 14:00:00
February,Louisiana,SERC,Severe Weather,700,Unknown,2021,2021-02-16 19:43:00,2021-02-16 21:41:00
February,Texas,TRE,Severe Weather,538,Unknown,2021,2021-02-16 19:40:00,2021-02-17 01:00:00
February,Texas,TRE,Severe Weather,168,840000,2021,2021-02-16 07:17:00,2021-02-16 10:08:00
February,Louisiana,SERC,System Operations,Unknown,Unknown,2021,2021-02-16 18:35:00,2021-02-17 01:00:00
February,Oregon,WECC,System Operations,0,0,2021,2021-02-16 10:20:00,2021-02-16 13:20:00
February,Nebraska,MRO,Transmission Interruption,31,Unknown,2021,2021-02-16 09:31:00,2021-02-16 10:27:00
February,Louisiana,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-16 17:35:00,2021-02-17 00:00:00
February,Louisiana,SERC,System Operations,100,18150,2021,2021-02-16 06:24:00,2021-02-16 10:41:00
February,Kentucky,SERC,Severe Weather,Unknown,54167,2021,2021-02-16 01:00:00,2021-02-16 21:28:00
February,Missouri,SERC,Severe Weather/Transmission Interruption,130,Unknown,2021,2021-02-16 06:10:00,
February,New Jersey,RF,Cyber Event,Unknown,0,2021,2021-02-16 07:00:00,
February,Louisiana,SERC,Severe Weather,153,Unknown,2021,2021-02-16 07:22:00,2021-02-16 08:00:00
February,Louisiana,SERC,Severe Weather,402,Unknown,2021,2021-02-16 06:48:00,
February,Texas,TRE,Severe Weather,300,Unknown,2021,2021-02-16 04:26:00,
February,Louisiana,SERC,System Operations,Unknown,Unknown,2021,2021-02-17 18:00:00,2021-02-17 23:00:00
February,Texas,TRE,Severe Weather,Unknown,Unknown,2021,2021-02-17 18:00:00,2021-02-17 23:00:00
February,Kansas,MRO,Fuel Supply Deficiency,Unknown,Unknown,2021,2021-02-17 09:00:00,2021-02-19 09:00:00
February,Mississippi,SERC,Severe Weather,Unknown,Unknown,2021,2021-02-17 17:00:00,2021-02-17 22:00:00
February,North Carolina,SERC,Transmission Interruption,0,0,2021,2021-02-17 10:30:00,2021-02-17 18:04:00
February,Louisiana,SERC,Severe Weather,400,67000,2021,2021-02-17 17:00:00,2021-02-17 22:00:00
February,Texas,TRE,System Operations,0,0,2021,2021-02-17 06:38:00,2021-02-17 08:37:00
February,Louisiana,SERC,Severe Weather,402,Unknown,2021,2021-02-19 06:48:00,
February,Texas,TRE,Cyber Event,Unknown,0,2021,2021-02-19 21:00:00,2021-02-20 13:00:00
February,New York,NPCC,System Operations,0,0,2021,2021-02-19 12:01:00,2021-02-19 12:41:00
February,Oregon,WECC,System Operations,Unknown,0,2021,2021-02-27 06:02:00,2021-02-27 09:51:00
February,Texas,TRE,System Operations,0,0,2021,2021-02-28 12:42:00,2021-02-28 13:22:00
March,New York,NPCC,Cyber Event,0,0,2021,2021-03-01 10:06:00,2021-03-09 12:00:00
March,Connecticut,NPCC,Severe Weather,Unknown,69260,2021,2021-03-01 22:45:00,2021-03-02 18:35:00
March,Texas,TRE,Vandalism,0,0,2021,2021-03-01 13:06:00,2021-03-01 13:07:00
March,Kentucky,SERC,System Operations,0,0,2021,2021-03-02 13:03:00,2021-03-02 13:38:00
March,Indiana,RF,System Operations,0,0,2021,2021-03-05 14:30:00,2021-03-05 15:00:00
March,California,WECC,Severe Weather,22,24000,2021,2021-03-06 03:21:00,2021-03-06 04:07:00
March,Washington,WECC,Vandalism,0,0,2021,2021-03-08 04:36:00,2021-03-08 04:37:00
March,Oregon,WECC,Suspicious Activity,0,0,2021,2021-03-08 08:54:00,2021-03-08 08:55:00
March,Washington,WECC,Vandalism,0,0,2021,2021-03-11 08:10:00,2021-03-11 13:00:00
March,Pennsylvania,RF,Transmission Interruption,43,7381,2021,2021-03-17 06:27:00,2021-03-17 08:27:00
March,Texas,TRE,Severe Weather,Unknown,148000,2021,2021-03-17 06:15:00,2021-03-18 12:00:00
March,Washington,WECC,Vandalism,4,916,2021,2021-03-18 21:08:00,2021-03-19 22:31:00
March,Louisiana,SERC,Vandalism,Unknown,4200,2021,2021-03-19 10:30:00,2021-03-19 12:00:00
March,New Jersey,RF,System Operations,Unknown,Unknown,2021,2021-03-19 19:11:00,2021-03-19 19:59:00
March,Maine,NPCC,System Operations,0,0,2021,2021-03-19 08:59:00,2021-03-19 10:04:00
March,Minnesota,MRO,Suspicious Activity,0,0,2021,2021-03-21 04:01:00,2021-03-22 09:37:00
March,Connecticut,NPCC,Severe Weather,Unknown,70000,2021,2021-03-29 11:06:00,
March,New Mexico,WECC,Vandalism,Unknown,0,2021,2021-03-29 10:30:00,
March,Texas,TRE,Transmission Interruption,0,0,2021,2021-03-30 16:18:00,2021-03-30 20:21:00
April,Florida,SERC,Vandalism,0,0,2021,2021-04-06 08:49:00,2021-04-06 08:50:00
April,Ohio,RF,Suspicious Activity,0,0,2021,2021-04-07 17:42:00,2021-04-07 22:09:00
April,Texas,TRE,System Operations,0,0,2021,2021-04-07 10:18:00,2021-04-07 11:20:00
April,California,WECC,Suspicious Activity,0,0,2021,2021-04-08 04:51:00,2021-04-10 20:00:00
April,Texas,TRE,Vandalism,0,0,2021,2021-04-09 13:20:00,2021-04-10 00:40:00
April,Colorado,WECC,Actual Physical Attack,0,0,2021,2021-04-12 00:44:00,2021-04-12 17:45:00
April,Texas,TRE,Suspicious Activity,0,0,2021,2021-04-13 09:00:00,2021-04-13 10:00:00
