Month,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Year,Date/Time Event Began,Date/Time Restoration,Event Duration (hours)
October,Wisconsin,MRO,System Operations,0.0,0.0,2019,2019-10-29 13:46:00,2019-10-29 14:49:00,1.05
October,California,WECC,Severe Weather/Distribution Interruption,285.0,114402.0,2019,2019-10-30 06:32:00,2019-11-01 13:29:00,6.95
October,Pennsylvania,RF,Severe Weather/Distribution Interruption,,53943.0,2019,2019-10-31 22:00:00,,
November,New York,NPCC,System Operations,0.0,0.0,2019,2019-11-01 23:45:00,2019-11-02 00:48:00,1.05
November,New York,NPCC,System Operations,0.0,0.0,2019,2019-11-01 23:45:00,2019-11-02 00:48:00,1.05
November,New York,NPCC,Severe Weather,,8000.0,2019,2019-11-01 01:00:00,2019-11-03 13:00:00,12.0
November,Connecticut,NPCC,Severe Weather,,80066.0,2019,2019-11-01 01:15:00,2019-11-02 21:30:00,20.25
November,New York,NPCC,Severe Weather,,66325.0,2019,2019-11-01 02:41:00,,
November,Minnesota,MRO,Transmission Interruption,0.0,0.0,2019,2019-11-03 22:17:00,2019-11-04 11:10:00,12.88
November,Florida,FRCC,Transmission Interruption,1500.0,,2019,2019-11-05 08:56:00,2019-11-05 11:51:00,2.92
November,Indiana,RF,Vandalism,0.0,0.0,2019,2019-11-05 08:30:00,2019-11-05 16:16:00,7.77
November,Idaho,WECC,Vandalism,,131.0,2019,2019-11-05 15:40:00,2019-11-05 17:11:00,1.52
November,Utah,WECC,System Operations,72.0,,2019,2019-11-08 05:50:00,2019-11-08 06:10:00,0.33
November,Oregon,WECC,Vandalism,0.0,0.0,2019,2019-11-16 16:11:00,2019-11-16 17:01:00,0.83
November,Texas,TRE,Suspicious Activity,0.0,0.0,2019,2019-11-16 06:00:00,2019-11-16 17:45:00,11.75
November,California,WECC,Severe Weather/Transmission Interruption,178.0,54000.0,2019,2019-11-20 09:49:00,2019-11-20 15:20:00,5.52
November,California,WECC,System Operations,0.0,0.0,2019,2019-11-20 16:55:00,2019-11-20 17:37:00,0.7
November,New York,NPCC,System Operations,0.0,0.0,2019,2019-11-22 00:00:00,2019-11-22 01:10:00,1.17
November,New York,NPCC,System Operations,0.0,0.0,2019,2019-11-22 00:00:00,2019-11-22 01:10:00,1.17
November,California,WECC,Severe Weather,300.0,93000.0,2019,2019-11-26 18:07:00,2019-11-27 12:27:00,18.33
November,California,WECC,Vandalism,35.0,2.0,2019,2019-11-27 02:44:00,2019-11-27 16:00:00,13.27
November,Michigan,RF,Severe Weather,30.0,107000.0,2019,2019-11-27 12:00:00,2019-11-30 02:00:00,14.0
November,Texas,TRE,Actual Physical Attack,0.0,0.0,2019,2019-11-29 00:00:00,2019-12-01 00:00:00,0.0
December,Alabama,SERC,System Operations,0.0,0.0,2019,2019-12-03 19:16:00,2019-12-03 19:49:00,0.55
December,California,WECC,Vandalism,,,2019,2019-12-03 06:55:00,,
December,Ohio,RF,System Operations,0.0,0.0,2019,2019-12-05 16:48:00,2019-12-09 05:16:00,12.47
December,Washington,WECC,Suspicious Activity,,,2019,2019-12-05 00:00:00,,
December,Oklahoma,SPP RE,Actual Physical Attack,2.0,400.0,2019,2019-12-07 06:10:00,2019-12-08 02:20:00,20.17
December,Texas,TRE,Vandalism,0.0,0.0,2019,2019-12-08 13:40:00,2019-12-08 13:41:00,0.02
December,Oklahoma,SPP RE,Actual Physical Attack,1.0,392.0,2019,2019-12-11 20:53:00,2019-12-11 21:33:00,0.67
December,North Dakota,MRO,Transmission Interruption,18.0,1.0,2019,2019-12-11 13:27:00,2019-12-11 13:51:00,0.4
December,Maine,NPCC,System Operations,0.0,0.0,2019,2019-12-11 13:22:00,2019-12-11 16:28:00,3.1
December,Texas,TRE,Transmission Interruption,0.0,0.0,2019,2019-12-16 23:55:00,2019-12-17 01:47:00,1.87
December,Texas,TRE,System Operations,0.0,0.0,2019,2019-12-18 14:30:00,2019-12-18 15:25:00,0.92
December,Nebraska,MRO,System Operations,0.0,0.0,2019,2019-12-19 02:58:00,2019-12-19 03:46:00,0.8
December,Illinois,SERC,Suspicious Activity,0.0,0.0,2019,2019-12-24 15:30:00,2019-12-24 19:34:00,4.07
December,Washington,WECC,Vandalism,0.0,0.0,2019,2019-12-31 12:00:00,2019-12-31 13:00:00,1.0
December,Texas,TRE,Transmission Interruption,25.0,0.0,2019,2019-12-31 11:03:00,2020-01-01 10:59:00,23.93
January,Arkansas,SPP RE,Severe Weather/Transmission Interruption,0.0,0.0,2020,2020-01-09 23:07:00,2020-01-09 23:19:00,0.2
January,Washington,WECC,Suspicious Activity,0.0,0.0,2020,2020-01-09 20:45:00,2020-01-10 21:23:00,0.63
January,Minnesota,MRO,System Operations,0.0,0.0,2020,2020-01-09 07:40:00,2020-01-09 08:48:00,1.13
January,Arkansas,SPP RE,System Operations,,,2020,2020-01-09 23:07:00,2020-01-09 23:18:00,0.18
January,Tennessee,SERC,Suspicious Activity,,,2020,2020-01-10 14:53:00,,
January,Arkansas,SPP RE,Severe Weather/Transmission Interruption,22.0,7541.0,2020,2020-01-11 02:25:00,2020-01-11 07:56:00,5.52
January,North Carolina,SERC,Severe Weather,,66475.0,2020,2020-01-11 23:02:00,2020-01-12 02:01:00,2.98
January,Arkansas,SPP RE,Severe Weather,,68138.0,2020,2020-01-11 03:30:00,2020-01-11 17:30:00,14.0
January,Tennessee,SERC,Severe Weather,4.0,,2020,2020-01-11 13:20:00,,
January,Alabama,SERC,Severe Weather,219.0,30715.0,2020,2020-01-11 12:50:00,2020-01-12 13:33:00,0.72
January,Texas,TRE,Suspicious Activity,0.0,0.0,2020,2020-01-12 11:15:00,2020-01-12 11:18:00,0.05
January,Florida,FRCC,Suspicious Activity,0.0,0.0,2020,2020-01-14 00:00:00,2020-01-14 01:00:00,1.0
January,Texas,TRE,System Operations,0.0,0.0,2020,2020-01-16 11:06:00,2020-01-16 11:36:00,0.5
January,California,WECC,Severe Weather/Transmission Interruption,87.0,67864.0,2020,2020-01-17 05:28:00,2020-01-17 10:13:00,4.75
January,California,WECC,Vandalism,0.0,0.0,2020,2020-01-20 06:30:00,2020-01-20 06:31:00,0.02
January,Nevada,WECC,Actual Physical Attack,7.0,3120.0,2020,2020-01-22 02:57:00,2020-01-22 03:17:00,0.33
January,Florida,FRCC,Vandalism,0.0,0.0,2020,2020-01-23 23:30:00,2020-01-24 00:39:00,1.15
January,California,WECC,Fuel Supply Deficiency,0.0,0.0,2020,2020-01-24 04:34:00,,
January,North Dakota,MRO,System Operations,540.0,130000.0,2020,2020-01-27 14:10:00,2020-01-27 18:58:00,4.8
January,North Dakota,MRO,Transmission Interruption,75.0,0.0,2020,2020-01-30 03:01:00,2020-01-30 04:36:00,1.58
January,California,WECC,Suspicious Activity,0.0,0.0,2020,2020-01-31 09:50:00,2020-02-03 10:00:00,0.17
February,North Carolina,SERC,Severe Weather/Distribution Interruption,,284256.0,2020,2020-02-06 14:29:00,2020-02-07 12:44:00,22.25
February,North Carolina,SERC,Severe Weather/Transmission Interruption,,89500.0,2020,2020-02-06 13:30:00,2020-02-07 20:08:00,6.63
February,Connecticut,NPCC,Severe Weather,,123359.0,2020,2020-02-07 16:25:00,2020-02-08 12:00:00,19.58
February,New York,NPCC,Severe Weather,,7500.0,2020,2020-02-07 14:42:00,2020-02-10 09:25:00,18.72
February,Pennsylvania,RF,Severe Weather/Distribution Interruption,,52000.0,2020,2020-02-07 11:00:00,,
February,Virginia,SERC,Severe Weather,,87000.0,2020,2020-02-07 08:48:00,,
February,California,WECC,Vandalism,0.0,0.0,2020,2020-02-08 13:56:00,2020-02-08 15:04:00,1.13
February,California,WECC,Severe Weather,500.0,145000.0,2020,2020-02-09 09:30:00,2020-02-09 21:40:00,12.17
February,Texas,TRE,System Operations,0.0,0.0,2020,2020-02-11 02:53:00,2020-02-11 13:30:00,10.62
February,Oregon,WECC,Transmission Interruption,,0.0,2020,2020-02-11 07:13:00,2020-02-11 16:00:00,8.78
February,Maine,NPCC,System Operations,0.0,0.0,2020,2020-02-12 07:36:00,2020-02-12 08:53:00,1.28
February,Oregon,WECC,Vandalism,0.0,0.0,2020,2020-02-13 08:01:00,2020-02-13 14:38:00,6.62
February,Alabama,SERC,Vandalism,97.0,,2020,2020-02-17 09:47:00,2020-02-17 15:31:00,5.73
February,Michigan,RF,Vandalism,0.0,0.0,2020,2020-02-17 13:18:00,2020-02-20 09:51:00,20.55
February,Northern and Central California;,WECC,Severe Weather,91.0,70000.0,2020,2020-02-17 04:00:00,,
February,California,WECC,Vandalism,0.0,0.0,2020,2020-02-18 13:00:00,2020-02-18 14:00:00,1.0
February,California,WECC,Vandalism,0.0,0.0,2020,2020-02-25 11:45:00,2020-02-25 13:00:00,1.25
February,Oklahoma,SPP RE,System Operations,0.0,0.0,2020,2020-02-26 16:30:00,2020-02-26 17:02:00,0.53
February,Maine,NPCC,System Operations,0.0,0.0,2020,2020-02-26 17:00:00,2020-02-26 18:05:00,1.08
February,South Dakota,MRO,System Operations,0.0,0.0,2020,2020-02-26 11:29:00,2020-02-26 12:14:00,0.75
February,Nevada,WECC,System Operations,0.0,0.0,2020,2020-02-29 01:45:00,2020-02-29 02:30:00,0.75
March,Mississippi,SERC,Transmission Interruption,19.0,3136.0,2020,2020-03-01 11:27:00,2020-03-01 21:47:00,10.33
March,New York,NPCC,Vandalism,0.0,0.0,2020,2020-03-01 22:15:00,,
March,New York,NPCC,Fuel Supply Deficiency,675.0,,2020,2020-03-01 08:00:00,,
March,Nevada,WECC,System Operations,0.0,0.0,2020,2020-03-02 01:43:00,2020-03-02 02:43:00,1.0
March,Alabama,SERC,Vandalism,0.0,0.0,2020,2020-03-03 14:30:00,2020-03-03 14:31:00,0.02
March,Texas,TRE,Suspicious Activity,0.0,0.0,2020,2020-03-08 22:10:00,2020-03-09 01:02:00,2.87
March,Pennsylvania,RF,Transmission Interruption,40.0,15864.0,2020,2020-03-12 01:03:00,2020-03-12 03:00:00,1.95
March,California,WECC,Severe Weather,165.0,110800.0,2020,2020-03-16 12:01:00,2020-03-16 13:10:00,1.15
March,California,WECC,Vandalism,0.0,0.0,2020,2020-03-16 08:00:00,2020-03-16 08:01:00,0.02
March,California,WECC,Vandalism,0.0,0.0,2020,2020-03-16 08:00:00,2020-03-16 08:01:00,0.02
March,Michigan,RF,System Operations,6062.0,0.0,2020,2020-03-17 10:30:00,2020-03-17 11:41:00,1.18
March,Utah,WECC,Natural Disaster,237.0,73000.0,2020,2020-03-18 07:09:00,,
March,Minnesota,MRO,System Operations,0.0,0.0,2020,2020-03-19 17:05:00,2020-03-19 17:43:00,0.63
March,Connecticut,NPCC,System Operations,0.0,0.0,2020,2020-03-20 22:20:00,2020-03-20 23:30:00,1.17
March,Maine,NPCC,System Operations,0.0,0.0,2020,2020-03-20 23:38:00,2020-03-20 23:59:00,0.35
March,Connecticut,NPCC,System Operations,0.0,0.0,2020,2020-03-20 23:45:00,2020-03-21 00:30:00,0.75
March,Wisconsin,MRO,Vandalism,0.0,0.0,2020,2020-03-23 00:15:00,2020-03-25 17:11:00,16.93
March,Virginia,SERC,Sabotage,,1018.0,2020,2020-03-23 14:15:00,2020-03-23 16:37:00,2.37
March,California,WECC,Suspicious Activity,0.0,0.0,2020,2020-03-24 12:45:00,2020-03-24 14:00:00,1.25
March,Connecticut,NPCC,Severe Weather,,51026.0,2020,2020-03-24 02:55:00,2020-03-24 06:50:00,3.92
March,Nevada,WECC,Vandalism,0.0,0.0,2020,2020-03-25 10:31:00,,
March,Ohio,RF,Transmission Interruption,19.0,11964.0,2020,2020-03-26 21:29:00,2020-03-26 21:47:00,0.3
March,Delaware,RF,System Operations,0.0,0.0,2020,2020-03-27 13:06:00,2020-03-27 13:58:00,0.87
March,New Jersey,RF,System Operations,0.0,0.0,2020,2020-03-27 13:06:00,2020-03-27 13:58:00,0.87
March,Mississippi,SERC,Transmission Interruption,4.0,1558.0,2020,2020-03-29 20:27:00,2020-03-29 23:04:00,2.62
March,Alabama,SERC,Severe Weather,412.0,57744.0,2020,2020-03-31 11:45:00,2020-03-31 20:00:00,8.25
April,Illinois,SERC,System Operations,0.0,0.0,2020,2020-04-01 21:43:00,2020-04-01 22:18:00,0.58
April,Texas,TRE,System Operations,0.0,0.0,2020,2020-04-02 18:41:00,2020-04-02 19:23:00,0.7
April,Nebraska,MRO,Transmission Interruption,5.0,,2020,2020-04-02 13:37:00,2020-04-02 14:43:00,1.1
April,Washington,WECC,Vandalism,,,2020,2020-04-02 20:45:00,,
April,Nevada,WECC,Vandalism,0.0,0.0,2020,2020-04-03 09:13:00,,
April,Texas,TRE,Suspicious Activity,0.0,0.0,2020,2020-04-05 02:30:00,2020-04-05 03:01:00,0.52
April,California,WECC,Severe Weather,7.0,6814.0,2020,2020-04-05 15:46:00,2020-04-05 17:35:00,1.82
April,Washington,WECC,Transmission Interruption,0.0,0.0,2020,2020-04-07 23:39:00,2020-04-07 23:46:00,0.12
April,Ohio,RF,Severe Weather,,78314.0,2020,2020-04-08 21:57:00,2020-04-09 08:59:00,11.03
April,Indiana,RF,Severe Weather,,93000.0,2020,2020-04-08 22:03:00,2020-04-09 07:36:00,9.55
April,Ohio,WECC,Severe Weather,,82509.0,2020,2020-04-08 01:21:00,2020-04-08 03:56:00,2.58
April,Texas,TRE,Severe Weather,,95000.0,2020,2020-04-09 19:25:00,2020-04-10 03:30:00,8.08
April,Maine,NPCC,Severe Weather,,340000.0,2020,2020-04-09 19:40:00,2020-04-11 22:00:00,2.33
April,Wisconsin,RF,System Operations,0.0,0.0,2020,2020-04-09 07:34:00,2020-04-09 17:40:00,10.1
April,Maine,NPCC,System Operations,0.0,0.0,2020,2020-04-10 10:00:00,2020-04-10 16:19:00,6.32
April,Nevada,WECC,Vandalism,0.0,0.0,2020,2020-04-10 16:00:00,,
April,Wyoming,WECC,Transmission Interruption,0.0,0.0,2020,2020-04-11 11:24:00,2020-04-11 11:42:00,0.3
April,Utah,WECC,Suspicious Activity,,,2020,2020-04-11 17:40:00,2020-04-11 17:51:00,0.18
April,Arkansas,SPP RE,Severe Weather,,95318.0,2020,2020-04-12 20:45:00,,
April,Louisiana,SERC,Severe Weather,122.0,37991.0,2020,2020-04-12 13:00:00,2020-04-12 19:27:00,6.45
April,Arkansas,SPP RE,Severe Weather,,51000.0,2020,2020-04-12 20:30:00,2020-04-14 09:00:00,12.5
April,Virginia,RF,Severe Weather,,104000.0,2020,2020-04-12 21:28:00,2020-04-15 12:00:00,14.53
April,Mississippi,SERC,Severe Weather,448.0,62828.0,2020,2020-04-12 17:00:00,2020-04-14 01:25:00,8.42
April,Texas,TRE,Severe Weather,,63289.0,2020,2020-04-12 18:13:00,2020-04-13 15:23:00,21.17
April,North Carolina,SERC,Severe Weather,,216400.0,2020,2020-04-13 03:30:00,2020-04-14 18:18:00,14.8
April,Tennessee,SERC,Severe Weather,,120000.0,2020,2020-04-13 00:45:00,2020-04-13 03:00:00,2.25
April,South Carolina,SERC,Severe Weather,,72233.0,2020,2020-04-13 08:08:00,,
April,North Carolina,SERC,Severe Weather,,95000.0,2020,2020-04-13 10:25:00,2020-04-13 18:55:00,8.5
April,Connecticut,NPCC,Severe Weather,,68476.0,2020,2020-04-13 13:05:00,2020-04-14 16:00:00,2.92
April,North Carolina,SERC,Severe Weather,,,2020,2020-04-13 07:31:00,2020-04-13 14:00:00,6.48
April,Georgia,SERC,Vandalism,0.0,0.0,2020,2020-04-16 11:30:00,2020-04-16 15:45:00,4.25
April,Nevada,WECC,Vandalism,0.0,0.0,2020,2020-04-18 19:38:00,,
April,North Dakota,MRO,Suspicious Activity,0.0,0.0,2020,2020-04-19 01:14:00,2020-04-20 11:42:00,10.47
April,South Dakota,MRO,Vandalism,0.0,0.0,2020,2020-04-20 12:42:00,2020-04-20 13:27:00,0.75
April,Alabama,SERC,Severe Weather,552.0,77341.0,2020,2020-04-20 00:59:00,2020-04-20 08:40:00,7.68
April,Mississippi,SERC,Severe Weather,,55184.0,2020,2020-04-23 04:30:00,2020-04-23 07:00:00,2.5
April,Alabama,SERC,Severe Weather,375.0,52163.0,2020,2020-04-23 08:00:00,2020-04-23 23:40:00,15.67
April,Nevada,WECC,Vandalism,0.0,0.0,2020,2020-04-24 22:00:00,,
April,California,WECC,System Operations,5.0,945.0,2020,2020-04-24 21:00:00,2020-04-24 21:33:00,0.55
April,Oregon,WECC,Vandalism,0.0,0.0,2020,2020-04-25 21:25:00,2020-04-25 21:56:00,0.52
April,Florida,FRCC,Severe Weather,,49999.0,2020,2020-04-26 01:38:00,,
April,Texas,TRE,Transmission Interruption,14.0,1.0,2020,2020-04-28 20:01:00,2020-04-28 23:21:00,3.33
April,Louisiana,SERC,Severe Weather,,77933.0,2020,2020-04-29 06:00:00,2020-04-29 12:31:00,6.52
April,Texas,TRE,Severe Weather,,146660.0,2020,2020-04-29 05:55:00,2020-04-29 19:00:00,13.08
April,Pennsylvania,RF,Severe Weather,,78007.0,2020,2020-04-30 15:00:00,,
May,Tennessee,SERC,Severe Weather,500.0,130000.0,2020,2020-05-04 11:59:00,2020-05-07 20:00:00,8.02
May,Nevada,WECC,Vandalism,0.0,0.0,2020,2020-05-08 13:45:00,2020-05-08 13:46:00,0.02
May,Indiana,RF,System Operations,0.0,0.0,2020,2020-05-13 23:16:00,2020-05-14 13:52:00,14.6
May,Washington,WECC,Transmission Interruption,0.0,0.0,2020,2020-05-13 05:12:00,2020-05-13 14:07:00,8.92
May,Oregon,WECC,Vandalism,0.0,0.0,2020,2020-05-14 11:23:00,2020-05-14 11:25:00,0.03
May,New York,NPCC,Severe Weather,,52.0,2020,2020-05-15 17:55:00,2020-05-17 18:00:00,0.08
May,Texas,TRE,Suspicious Activity,0.0,0.0,2020,2020-05-16 00:00:00,2020-05-16 00:30:00,0.5
May,South Carolina,SERC,System Operations,0.0,0.0,2020,2020-05-18 23:51:00,2020-05-19 04:37:00,4.77
May,Oregon,WECC,System Operations,0.0,0.0,2020,2020-05-18 09:27:00,2020-05-18 10:15:00,0.8
May,Alabama,SERC,Vandalism,8.0,6000.0,2020,2020-05-19 20:04:00,2020-05-19 22:00:00,1.93
May,Idaho,WECC,Vandalism,0.0,0.0,2020,2020-05-19 08:17:00,2020-05-19 08:18:00,0.02
May,Arkansas,SPP RE,Suspicious Activity,0.0,0.0,2020,2020-05-19 13:45:00,2020-05-19 13:46:00,0.02
May,Nevada,WECC,Vandalism,0.0,0.0,2020,2020-05-20 11:41:00,,
May,North Carolina,SERC,Severe Weather,,108190.0,2020,2020-05-22 16:35:00,2020-05-23 15:29:00,22.9
May,Oklahoma,SPP RE,Severe Weather,,54000.0,2020,2020-05-24 16:45:00,,
May,Texas,TRE,Transmission Interruption,8.0,3745.0,2020,2020-05-25 10:58:00,2020-05-25 13:00:00,2.03
May,Texas,TRE,Severe Weather,,382000.0,2020,2020-05-27 17:15:00,2020-05-29 06:30:00,13.25
May,Texas,TRE,Severe Weather,,273269.0,2020,2020-05-27 17:20:00,,
May,Pennsylvania,RF,Transmission Interruption,0.0,0.0,2020,2020-05-29 17:01:00,2020-05-29 18:57:00,1.93
May,Minnesota,MRO,System Operations,0.0,0.0,2020,2020-05-29 17:30:00,2020-05-31 18:00:00,0.5
May,Ohio,RF,Vandalism,0.0,0.0,2020,2020-05-29 21:37:00,2020-05-30 04:29:00,6.87
May,Texas,TRE,System Operations,0.0,0.0,2020,2020-05-30 22:20:00,2020-05-30 23:00:00,0.67
May,Alabama,SERC,Vandalism,0.0,0.0,2020,2020-05-31 21:30:00,2020-06-01 01:00:00,3.5
May,Pennsylvania,RF,Vandalism,0.0,0.0,2020,2020-05-31 00:15:00,,
June,Idaho,WECC,Vandalism,,0.0,2020,2020-06-02 14:36:00,2020-06-02 14:37:00,0.02
June,New Jersey,RF,Severe Weather,80.0,87000.0,2020,2020-06-03 13:00:00,2020-06-06 16:30:00,3.5
June,Pennsylvania,RF,Severe Weather,,708000.0,2020,2020-06-03 12:30:00,2020-06-03 18:00:00,5.5
June,North Dakota,MRO,System Operations,0.0,0.0,2020,2020-06-03 16:57:00,2020-06-03 17:29:00,0.53
June,New Jersey,RF,Severe Weather,,78079.0,2020,2020-06-03 13:36:00,2020-06-03 16:30:00,2.9
June,Washington,WECC,Transmission Interruption,0.0,0.0,2020,2020-06-09 11:21:00,2020-06-09 12:01:00,0.67
June,Michigan,RF,Severe Weather,,237000.0,2020,2020-06-10 19:30:00,,
June,Michigan,RF,Severe Weather,,270000.0,2020,2020-06-10 12:22:00,2020-06-10 17:00:00,4.63
June,Ohio,RF,Severe Weather,,85822.0,2020,2020-06-10 17:24:00,2020-06-11 18:00:00,0.6
June,Michigan,RF,Vandalism,0.0,0.0,2020,2020-06-12 08:21:00,2020-06-12 08:22:00,0.02
June,Colorado,WECC,Actual Physical Attack,0.0,0.0,2020,2020-06-18 12:11:00,2020-06-22 08:11:00,20.0
June,Kentucky,SERC,Actual Physical Attack,0.0,0.0,2020,2020-06-18 20:32:00,2020-06-18 20:35:00,0.05
June,Delaware,RF,Vandalism,0.0,0.0,2020,2020-06-21 01:16:00,2020-06-21 18:45:00,17.48
June,Pennsylvania,RF,System Operations,0.0,0.0,2020,2020-06-22 11:44:00,2020-06-22 12:42:00,0.97
June,Kentucky,SERC,Suspicious Activity,,0.0,2020,2020-06-25 09:40:00,2020-06-25 11:00:00,1.33
June,North Dakota,MRO,Vandalism,0.0,0.0,2020,2020-06-26 16:20:00,2020-06-29 15:00:00,22.67
June,Texas,TRE,System Operations,0.0,0.0,2020,2020-06-26 12:47:00,2020-06-26 13:53:00,1.1
June,Alabama,SERC,Severe Weather,33480.0,78109.0,2020,2020-06-27 16:00:00,2020-06-28 02:27:00,10.45
June,Arkansas,SPP RE,Transmission Interruption,0.0,0.0,2020,2020-06-29 14:32:00,2020-06-29 16:35:00,2.05
June,Oregon,WECC,Vandalism,0.0,0.0,2020,2020-06-30 10:28:00,2020-06-30 10:29:00,0.02
July,Pennsylvania,RF,Transmission Interruption,32.0,2013.0,2020,2020-07-01 19:26:00,2020-07-01 19:44:00,0.3
July,California,WECC,Fuel Supply Deficiency,0.0,0.0,2020,2020-07-02 20:30:00,,
July,New York,NPCC,Suspicious Activity,0.0,0.0,2020,2020-07-06 12:26:00,,
July,Washington,RF,System Operations,0.0,0.0,2020,2020-07-06 18:45:00,2020-07-06 19:42:00,0.95
July,California,WECC,Transmission Interruption,0.0,0.0,2020,2020-07-07 11:38:00,2020-07-07 18:24:00,6.77
July,Colorado,WECC,Transmission Interruption,0.0,0.0,2020,2020-07-07 13:09:00,2020-07-08 08:17:00,19.13
July,West Virginia,RF,Severe Weather/Transmission Interruption,,,2020,2020-07-07 19:17:00,2020-07-07 23:49:00,4.53
July,Texas,TRE,Actual Physical Attack,0.0,0.0,2020,2020-07-08 22:04:00,,
July,California,WECC,Fuel Supply Deficiency,0.0,0.0,2020,2020-07-08 18:45:00,,
July,Washington,WECC,Suspicious Activity,0.0,0.0,2020,2020-07-09 15:09:00,,
July,Oklahoma,SPP RE,Severe Weather,,68000.0,2020,2020-07-11 23:30:00,2020-07-12 06:30:00,7.0
July,Oklahoma,SPP RE,Severe Weather,,94700.0,2020,2020-07-11 21:30:00,,
July,California,WECC,Fuel Supply Deficiency,0.0,0.0,2020,2020-07-11 04:55:00,,
July,Texas,TRE,Severe Weather,,48000.0,2020,2020-07-12 04:30:00,2020-07-13 05:00:00,0.5
July,Nevada,WECC,Actual Physical Attack,36.0,10000.0,2020,2020-07-12 14:08:00,2020-07-12 20:44:00,6.6
July,Kentucky,SERC,Suspicious Activity,0.0,0.0,2020,2020-07-13 16:30:00,2020-07-13 16:31:00,0.02
July,California,WECC,System Operations,0.0,0.0,2020,2020-07-14 14:16:00,2020-07-14 14:53:00,0.62
July,Kentucky,SERC,Suspicious Activity,,0.0,2020,2020-07-15 11:00:00,2020-07-15 11:20:00,0.33
July,North Dakota,MRO,System Operations,475.0,0.0,2020,2020-07-16 08:49:00,2020-07-16 11:06:00,2.28
July,Oklahoma,SPP RE,Vandalism,0.0,0.0,2020,2020-07-17 23:00:00,2020-07-17 23:30:00,0.5
July,New York,NPCC,Suspicious Activity,0.0,0.0,2020,2020-07-17 19:24:00,,
July,Michigan,RF,Severe Weather,,158500.0,2020,2020-07-19 14:30:00,2020-07-21 18:48:00,4.3
July,New York,NPCC,Fuel Supply Deficiency,675.0,,2020,2020-07-19 10:30:00,,
July,Texas,TRE,Suspicious Activity,21.0,14096.0,2020,2020-07-20 00:57:00,2020-07-20 02:34:00,1.62
July,Washington,WECC,Vandalism,19.0,11000.0,2020,2020-07-21 11:53:00,2020-07-21 13:00:00,1.12
July,West Virginia,RF,Transmission Interruption,0.0,0.0,2020,2020-07-22 11:30:00,2020-07-22 14:19:00,2.82
July,New York,NPCC,Suspicious Activity,0.0,0.0,2020,2020-07-24 08:25:00,,
July,Texas,TRE,Severe Weather,125.0,84000.0,2020,2020-07-25 21:00:00,2020-07-26 16:00:00,19.0
July,Texas,TRE,Severe Weather,,201208.0,2020,2020-07-25 19:58:00,2020-07-27 19:00:00,23.03
July,Michigan,RF,System Operations,0.0,0.0,2020,2020-07-28 15:00:00,2020-07-28 23:00:00,8.0
July,Nebraska,MRO,Transmission Interruption,0.0,0.0,2020,2020-07-30 17:54:00,2020-07-30 20:18:00,2.4
August,Texas,TRE,Severe Weather,,,2020,2020-08-01 11:14:00,2020-08-10 21:26:00,10.2
August,California,WECC,System Operations,0.0,0.0,2020,2020-08-01 08:16:00,2020-08-01 09:15:00,0.98
August,Texas,TRE,Severe Weather,,,2020,2020-08-01 00:00:00,2020-08-01 00:01:00,0.02
August,Illinois,SERC,Transmission Interruption,0.0,0.0,2020,2020-08-02 19:43:00,2020-08-02 22:27:00,2.73
August,Texas,TRE,Vandalism,0.0,0.0,2020,2020-08-03 08:00:00,2020-08-03 13:00:00,5.0
August,North Carolina,SERC,Severe Weather,,340000.0,2020,2020-08-03 23:15:00,2020-08-06 07:00:00,7.75
August,North Carolina,SERC,Severe Weather,,,2020,2020-08-03 23:02:00,,
August,New York,NPCC,Severe Weather,,160000.0,2020,2020-08-04 12:00:00,2020-08-07 06:00:00,18.0
August,New York,NPCC,Severe Weather,3907.0,420000.0,2020,2020-08-04 13:00:00,2020-08-04 23:59:00,10.98
August,New Jersey,RF,Severe Weather,60.0,75000.0,2020,2020-08-04 11:20:00,2020-08-07 10:55:00,23.58
August,Delaware,RF,Severe Weather,,100000.0,2020,2020-08-04 09:00:00,2020-08-05 18:00:00,9.0
August,New York,NPCC,Severe Weather,,116818.0,2020,2020-08-04 14:00:00,2020-08-08 12:00:00,22.0
August,Virginia,SERC,Severe Weather,,508000.0,2020,2020-08-04 04:41:00,2020-08-05 16:26:00,11.75
August,New Jersey,RF,Severe Weather,,788000.0,2020,2020-08-04 12:18:00,2020-08-08 17:31:00,5.22
August,New York,NPCC,Severe Weather,,76120.0,2020,2020-08-04 14:35:00,2020-08-10 11:00:00,20.42
August,Connecticut,NPCC,Severe Weather,2000.0,1188247.0,2020,2020-08-04 15:15:00,2020-08-07 10:27:00,19.2
August,New York,NPCC,Severe Weather,,271119.0,2020,2020-08-04 13:31:00,,
August,North Carolina,SERC,Severe Weather,311.0,125987.0,2020,2020-08-04 06:01:00,2020-08-06 15:30:00,9.48
August,Pennsylvania,RF,Severe Weather,,137103.0,2020,2020-08-04 12:00:00,,
August,New Jersey,RF,Severe Weather,,70000.0,2020,2020-08-04 10:30:00,,
August,New York,NPCC,Severe Weather,,76120.0,2020,2020-08-04 14:35:00,,
August,Texas,TRE,Transmission Interruption,89.0,19785.0,2020,2020-08-05 17:58:00,2020-08-05 20:53:00,2.92
