Month,Area_Affected,Event_Type,Demand_Loss_(MW),Number_of_Customers_Affected,Date_Time_Event_Began,Date_Time_Restoration,Event_Duration_(hours),Year
August,Maine,System Operations,0.0,0.0,2020-08-20 00:03:00,2020-08-20 14:05:00,14.03,2020
August,Mississippi,Vandalism,0.0,0.0,2020-08-20 09:17:00,2020-08-20 13:42:00,4.42,2020
August,Nebraska,Transmission Interruption,60.0,,2020-08-20 15:29:00,2020-08-20 15:39:00,0.17,2020
August,West Virginia,Suspicious Activity,0.0,0.0,2020-08-23 22:12:00,2020-08-23 22:15:00,0.05,2020
August,"Texas, New Mexico",Severe Weather,,,2020-08-23 10:30:00,,,2020
August,Texas,Potential Physical Attack,0.0,0.0,2020-08-24 23:00:00,2020-08-24 23:59:00,0.98,2020
August,Colorado,Vandalism,0.0,0.0,2020-08-25 02:43:00,2020-08-25 07:43:00,5.0,2020
August,Louisiana,Severe Weather,200.0,50000.0,2020-08-27 05:00:00,2020-09-03 12:00:00,175.0,2020
August,Louisiana,Severe Weather,48.0,,2020-08-27 07:00:00,2020-08-30 19:00:00,84.0,2020
August,Texas,Severe Weather,,,2020-08-27 12:44:00,2020-08-27 23:00:00,10.27,2020
August,Texas,Severe Weather,581.0,,2020-08-27 12:06:00,2020-08-27 22:49:00,10.72,2020
August,Louisiana,Severe Weather,,130000.0,2020-08-27 07:40:00,2020-08-31 07:40:00,96.0,2020
August,Texas,Severe Weather,,615992.0,2020-08-27 01:15:00,,,2020
August,Louisiana,Severe Weather,,47927.0,2020-08-27 07:40:00,2020-08-31 03:33:00,91.88,2020
August,Texas,Severe Weather,573.0,,2020-08-27 12:02:00,2020-08-27 22:54:00,10.87,2020
August,Nebraska,System Operations,0.0,0.0,2020-08-27 12:29:00,2020-08-27 12:59:00,0.5,2020
August,Connecticut,Severe Weather,100.0,60687.0,2020-08-27 17:11:00,2020-08-28 10:00:00,16.82,2020
August,Texas,Severe Weather,208.0,,2020-08-27 13:24:00,,,2020
August,Texas,Severe Weather,350.0,,2020-08-27 12:06:00,,,2020
August,West Virginia,Suspicious Activity,2900.0,,2020-08-27 06:00:00,2020-08-27 06:05:00,0.08,2020
August,Louisiana,Severe Weather,,,2020-08-27 03:14:00,,,2020
August,Washington,Severe Weather,0.0,0.0,2020-08-28 16:27:00,2020-08-28 19:26:00,2.98,2020
August,Maine,System Operations,0.0,0.0,2020-08-28 00:25:00,2020-08-28 01:00:00,0.58,2020
August,Texas,Severe Weather,,,2020-08-29 03:35:00,2020-08-29 05:45:00,2.17,2020
August,Washington,Vandalism,0.0,0.0,2020-08-31 09:00:00,2020-08-31 15:53:00,6.88,2020
September,California,Suspicious Activity,0.0,0.0,2020-09-01 13:04:00,2020-09-01 13:05:00,0.02,2020
September,Washington,Transmission Interruption,,,2020-09-03 13:46:00,2020-09-03 22:47:00,9.02,2020
September,Florida,System Operations,0.0,0.0,2020-09-04 01:07:00,2020-09-04 01:37:00,0.5,2020
September,California,Severe Weather,986.0,,2020-09-05 17:20:00,2020-09-05 20:37:00,3.28,2020
September,California,Severe Weather,100.0,20000.0,2020-09-05 17:25:00,2020-09-05 20:55:00,3.5,2020
September,Nevada,Severe Weather,8180.0,1400000.0,2020-09-06 16:00:00,2020-09-06 21:00:00,5.0,2020
September,California,System Operations,1071.0,,2020-09-06 16:30:00,2020-09-06 21:05:00,4.58,2020
September,Washington,System Operations,0.0,0.0,2020-09-06 17:36:00,2020-09-06 19:27:00,1.85,2020
September,California,Severe Weather,,72000.0,2020-09-06 17:00:00,2020-09-07 03:00:00,10.0,2020
September,California,Transmission Interruption,610.0,172000.0,2020-09-07 22:40:00,2020-09-09 17:24:00,42.73,2020
September,Washington,Severe Weather,,71500.0,2020-09-07 18:00:00,2020-09-08 18:00:00,24.0,2020
September,Washington,Natural Disaster,80.0,21000.0,2020-09-07 09:13:00,2020-09-08 06:00:00,20.78,2020
September,Oregon,Severe Weather,2859.0,103000.0,2020-09-07 19:05:00,2020-09-08 22:00:00,26.92,2020
September,Michigan,System Operations,265.0,0.0,2020-09-08 09:50:00,2020-09-08 10:56:00,1.1,2020
September,Minnesota,Suspicious Activity,0.0,0.0,2020-09-09 22:16:00,2020-09-11 08:17:00,34.02,2020
September,Idaho,Natural Disaster,0.0,0.0,2020-09-09 11:22:00,2020-09-09 13:04:00,1.7,2020
September,Alabama,Severe Weather/Transmission Interruption,236.0,34096.0,2020-09-15 22:00:00,2020-09-20 15:00:00,113.0,2020
September,North Dakota,System Operations,0.0,0.0,2020-09-15 15:04:00,2020-09-15 15:37:00,0.55,2020
September,Florida,System Operations,0.0,0.0,2020-09-16 07:00:00,2020-09-18 06:00:00,47.0,2020
September,Alabama,Severe Weather,0.0,77600.0,2020-09-16 03:00:00,2020-09-21 08:00:00,125.0,2020
September,Maine,Vandalism,0.0,0.0,2020-09-16 02:09:00,2020-09-16 02:20:00,0.18,2020
September,Oklahoma,Actual Physical Attack,0.0,,2020-09-20 20:01:00,2020-09-21 15:44:00,19.72,2020
September,California,System Operations,8.0,4350.0,2020-09-22 10:02:00,2020-09-22 12:58:00,2.93,2020
September,New Jersey,Vandalism,0.0,0.0,2020-09-23 12:00:00,2020-09-23 13:00:00,1.0,2020
September,Nevada,Actual Physical Attack,26.0,13000.0,2020-09-26 05:17:00,2020-09-26 05:41:00,0.4,2020
September,California,Natural Disaster,337.0,102267.0,2020-09-27 18:27:00,2020-09-28 15:17:00,20.83,2020
September,Connecticut,Severe Weather,,155000.0,2020-09-30 05:55:00,2020-09-30 23:30:00,17.58,2020
October,Virginia,Suspicious Activity,0.0,0.0,2020-10-02 19:30:00,2020-10-04 06:30:00,35.0,2020
October,Louisiana,Transmission Interruption,183.0,39089.0,2020-10-07 13:45:00,2020-10-07 13:59:00,0.23,2020
October,New York,Severe Weather,,7500.0,2020-10-07 16:00:00,,,2020
October,Connecticut,Severe Weather,,186600.0,2020-10-07 18:50:00,2020-10-09 15:00:00,44.17,2020
October,Colorado,Transmission Interruption,0.0,0.0,2020-10-09 10:44:00,2020-10-09 22:25:00,11.68,2020
October,Louisiana,Severe Weather,200.0,50000.0,2020-10-09 20:00:00,2020-10-15 07:00:00,131.0,2020
October,Louisiana,Severe Weather,,132200.0,2020-10-09 19:50:00,2020-10-11 15:09:00,43.32,2020
October,Louisiana,Severe Weather,,477966.0,2020-10-09 17:30:00,2020-10-10 18:00:00,24.5,2020
October,Louisiana,Severe Weather,,50000.0,2020-10-09 20:00:00,2020-10-10 06:00:00,10.0,2020
October,Washington,Transmission Interruption,0.0,0.0,2020-10-10 23:10:00,2020-10-10 23:15:00,0.08,2020
October,Oregon,System Operations,0.0,0.0,2020-10-10 08:05:00,2020-10-10 12:00:00,3.92,2020
October,Louisiana,Severe Weather,,,2020-10-10 02:22:00,2020-10-10 05:00:00,2.63,2020
October,Florida,Transmission Interruption,0.0,0.0,2020-10-12 04:06:00,2020-10-12 04:07:00,0.02,2020
October,Washington,Severe Weather,,76000.0,2020-10-13 13:14:00,2020-10-14 14:00:00,24.77,2020
October,Texas,Transmission Interruption,18.0,,2020-10-14 18:26:00,2020-10-15 13:11:00,18.75,2020
October,Washington,Vandalism,0.0,0.0,2020-10-15 23:43:00,,,2020
October,Michigan,System Operations,0.0,0.0,2020-10-15 16:50:00,,,2020
October,Kentucky,Vandalism,62.0,0.0,2020-10-16 14:00:00,2020-10-16 16:00:00,2.0,2020
October,Illinois,Transmission Interruption,0.0,0.0,2020-10-20 18:48:00,2020-10-20 18:49:00,0.02,2020
October,Idaho,Suspicious Activity,0.0,0.0,2020-10-22 08:00:00,2020-10-22 08:01:00,0.02,2020
October,Florida,System Operations,0.0,0.0,2020-10-22 22:48:00,2020-10-22 23:34:00,0.77,2020
October,Ohio,Transmission Interruption,,,2020-10-23 15:42:00,2020-10-23 23:11:00,7.48,2020
October,Texas,Severe Weather,,55506.0,2020-10-23 15:46:00,2020-10-23 23:03:00,7.28,2020
October,Minnesota,Transmission Interruption,1.0,4.0,2020-10-24 20:13:00,2020-10-24 22:52:00,2.65,2020
October,California,Severe Weather,1218.0,370000.0,2020-10-25 14:32:00,2020-10-27 18:00:00,51.47,2020
October,Wisconsin,Suspicious Activity,0.0,0.0,2020-10-25 03:25:00,2020-10-25 03:45:00,0.33,2020
October,Oklahoma,Severe Weather,,447000.0,2020-10-26 13:00:00,2020-11-07 19:00:00,294.0,2020
October,California,Severe Weather,,136833.0,2020-10-26 11:24:00,2020-10-27 16:43:00,29.32,2020
October,Colorado,Transmission Interruption,75.0,13000.0,2020-10-26 09:28:00,2020-10-26 12:20:00,2.87,2020
October,Kentucky,Vandalism,64.0,0.0,2020-10-26 10:00:00,2020-10-26 10:15:00,0.25,2020
October,Oklahoma,Severe Weather,,235000.0,2020-10-27 17:50:00,,,2020
October,Alabama,Severe Weather,253.0,35478.0,2020-10-28 21:37:00,2020-11-02 19:30:00,117.88,2020
October,Louisiana,Severe Weather,,481268.0,2020-10-28 18:00:00,2020-10-29 01:15:00,7.25,2020
October,Texas,Transmission Interruption,,,2020-10-28 11:53:00,2020-10-28 15:26:00,3.55,2020
October,Texas,Severe Weather,,,2020-10-28 10:28:00,2020-10-28 10:29:00,0.02,2020
October,Louisiana,Severe Weather,,72707.0,2020-10-28 17:12:00,2020-10-29 16:30:00,23.3,2020
October,North Carolina,Severe Weather,,461580.0,2020-10-29 08:15:00,2020-10-31 18:45:00,58.5,2020
October,Maine,System Operations,0.0,0.0,2020-10-29 11:58:00,2020-10-29 13:10:00,1.2,2020
October,Alabama,Severe Weather,0.0,90000.0,2020-10-29 02:00:00,2020-10-31 09:00:00,55.0,2020
November,Ohio,Severe Weather,,85677.0,2020-11-01 18:00:00,2020-11-01 18:09:00,0.15,2020
November,California,Suspicious Activity,0.0,0.0,2020-11-01 12:31:00,2020-11-01 12:35:00,0.07,2020
November,Florida,Suspicious Activity,0.0,0.0,2020-11-02 11:12:00,2020-11-02 11:21:00,0.15,2020
November,Colorado,Transmission Interruption,0.0,0.0,2020-11-07 17:40:00,2020-11-07 22:10:00,4.5,2020
November,New Hampshire,Vandalism,0.0,0.0,2020-11-09 12:00:00,2020-11-10 09:45:00,21.75,2020
November,Arizona,System Operations,0.0,0.0,2020-11-10 10:42:00,2020-11-10 12:45:00,2.05,2020
November,Washington,System Operations,0.0,0.0,2020-11-13 00:20:00,2020-11-13 08:00:00,7.67,2020
November,California,Fuel Supply Deficiency,0.0,0.0,2020-11-14 07:40:00,,,2020
November,Ohio,Severe Weather,,123361.0,2020-11-15 15:08:00,2020-11-15 22:30:00,7.37,2020
November,Ohio,Severe Weather,,96809.0,2020-11-15 14:52:00,2020-11-16 05:59:00,15.12,2020
November,Michigan,Severe Weather,,150000.0,2020-11-15 12:30:00,2020-11-18 09:44:00,69.23,2020
November,Michigan,Severe Weather,,57327.0,2020-11-15 15:37:00,2020-11-17 12:15:00,44.63,2020
November,Connecticut,Severe Weather,,62408.0,2020-11-15 23:05:00,2020-11-16 05:00:00,5.92,2020
November,Ohio,Severe Weather,,75000.0,2020-11-15 11:30:00,2020-11-16 03:25:00,15.92,2020
November,Missouri,System Operations,0.0,0.0,2020-11-18 08:30:00,2020-11-18 10:50:00,2.33,2020
November,Maine,System Operations,0.0,0.0,2020-11-18 10:20:00,2020-11-18 11:18:00,0.97,2020
November,Texas,System Operations,0.0,,2020-11-20 09:10:00,2020-11-20 09:22:00,0.2,2020
November,Nevada,Actual Physical Attack,21.0,577.0,2020-11-21 11:59:00,2020-11-21 12:59:00,1.0,2020
November,Wisconsin,System Operations,0.0,0.0,2020-11-23 05:50:00,2020-11-23 07:27:00,1.62,2020
November,Texas,Transmission Interruption,0.0,0.0,2020-11-30 14:33:00,2020-11-30 17:20:00,2.78,2020
November,Massachusetts,Severe Weather,,116000.0,2020-11-30 16:24:00,2020-12-01 14:25:00,22.02,2020
December,Ohio,Severe Weather,,170190.0,2020-12-01 12:32:00,2020-12-01 22:50:00,10.3,2020
December,Colorado,Transmission Interruption,89.0,0.0,2020-12-03 09:01:00,2020-12-03 09:03:00,0.03,2020
December,California,Severe Weather,93.0,73000.0,2020-12-03 00:44:00,2020-12-05 11:03:00,58.32,2020
December,California,Severe Weather,132.0,51686.0,2020-12-03 10:57:00,2020-12-04 15:02:00,28.08,2020
December,Connecticut,Severe Weather,,271231.0,2020-12-05 16:40:00,,,2020
December,Pennsylvania,System Operations,0.0,0.0,2020-12-06 09:45:00,2020-12-06 17:00:00,7.25,2020
December,California,Severe Weather,286.0,76234.0,2020-12-07 18:10:00,2020-12-08 21:09:00,26.98,2020
December,Michigan,System Operations,0.0,0.0,2020-12-08 09:43:00,2020-12-08 10:33:00,0.83,2020
December,Missouri,System Operations,0.0,0.0,2020-12-09 13:20:00,2020-12-09 14:30:00,1.17,2020
December,Washington,System Operations,0.0,0.0,2020-12-10 16:30:00,2020-12-12 05:00:00,36.5,2020
December,Texas,System Operations,0.0,0.0,2020-12-11 22:51:00,2020-12-11 23:57:00,1.1,2020
December,California,System Operations,298.0,159239.0,2020-12-13 06:47:00,2020-12-13 07:36:00,0.82,2020
December,Idaho,Cyber Event,0.0,0.0,2020-12-14 11:00:00,,,2020
December,California,System Operations,0.0,0.0,2020-12-14 17:01:00,2020-12-14 17:34:00,0.55,2020
December,New Jersey,Cyber Event,0.0,0.0,2020-12-14 01:30:00,,,2020
December,Oklahoma,Transmission Interruption,,,2020-12-16 23:20:00,2020-12-17 07:20:00,8.0,2020
December,California,Severe Weather,35.0,17000.0,2020-12-17 08:07:00,2020-12-17 08:32:00,0.42,2020
December,Michigan,System Operations,0.0,0.0,2020-12-17 16:19:00,2020-12-17 16:57:00,0.63,2020
December,Oregon,Suspicious Activity,0.0,0.0,2020-12-18 06:34:00,2020-12-18 09:51:00,3.28,2020
December,California,Cyber Event,0.0,0.0,2020-12-20 05:06:00,2020-12-20 05:22:00,0.27,2020
December,Washington,Vandalism,0.0,2000.0,2020-12-22 02:20:00,2020-12-22 02:21:00,0.02,2020
December,Pennsylvania,Severe Weather/Distribution Interruption,,68114.0,2020-12-24 23:40:00,,,2020
December,California,Vandalism,0.0,0.0,2020-12-25 03:51:00,2020-12-25 03:52:00,0.02,2020
December,Ohio,Suspicious Activity,0.0,0.0,2020-12-25 18:51:00,2020-12-25 19:24:00,0.55,2020
December,Connecticut,Severe Weather,,19000.0,2020-12-25 07:55:00,2020-12-25 16:45:00,8.83,2020
December,Virginia,Vandalism,0.0,0.0,2020-12-28 17:31:00,2020-12-29 13:31:00,20.0,2020
January,California,Vandalism,0.0,0.0,2021-01-01 07:04:00,2021-01-01 07:05:00,0.02,2021
January,California,System Operations,8.0,5803.0,2021-01-02 10:28:00,2021-01-02 10:29:00,0.02,2021
January,Pennsylvania,Transmission Interruption,6.0,3825.0,2021-01-04 10:34:00,2021-01-04 10:49:00,0.25,2021
January,Arkansas,Sabotage,,1908.0,2021-01-08 01:26:00,2021-01-08 02:45:00,1.32,2021
January,Texas,Severe Weather,,188000.0,2021-01-10 22:44:00,2021-01-13 16:00:00,65.27,2021
January,Louisiana,Severe Weather/Distribution Interruption,,58000.0,2021-01-11 05:00:00,2021-01-11 14:22:00,9.37,2021
January,Washington,Severe Weather,100.0,320000.0,2021-01-12 23:50:00,2021-01-15 13:00:00,61.17,2021
January,Oregon,Severe Weather,,94231.0,2021-01-12 20:46:00,2021-01-13 16:00:00,19.23,2021
January,Washington,Severe Weather/Distribution Interruption,150.0,70000.0,2021-01-12 23:49:00,2021-01-14 14:00:00,38.18,2021
January,Washington,Severe Weather/Transmission Interruption,200.0,62000.0,2021-01-12 20:30:00,,,2021
January,Washington,Severe Weather,185.0,70417.0,2021-01-13 03:43:00,2021-01-13 16:00:00,12.28,2021
January,Georgia,Vandalism,0.0,0.0,2021-01-13 13:05:00,2021-01-13 13:06:00,0.02,2021
January,Missouri,System Operations,0.0,0.0,2021-01-15 17:48:00,2021-01-15 18:55:00,1.12,2021
January,Connecticut,System Operations,0.0,0.0,2021-01-18 14:07:00,2021-01-18 14:42:00,0.58,2021
January,California,Severe Weather,,173746.0,2021-01-19 09:31:00,2021-01-21 14:36:00,53.08,2021
January,California,Severe Weather,411.0,124888.0,2021-01-19 02:48:00,2021-01-20 11:41:00,32.88,2021
January,Texas,Vandalism,0.0,0.0,2021-01-21 00:00:00,2021-02-03 16:55:00,328.92,2021
January,Georgia,Cyber Event,29.0,,2021-01-23 07:00:00,2021-01-27 13:45:00,102.75,2021
January,California,Suspicious Activity,45.0,0.0,2021-01-23 07:45:00,2021-01-23 08:00:00,0.25,2021
January,California,Severe Weather,841.0,255715.0,2021-01-26 20:49:00,2021-01-28 21:14:00,48.42,2021
January,New Hampshire,Vandalism,0.0,0.0,2021-01-27 12:30:00,2021-01-27 16:18:00,3.8,2021
January,New Hampshire,Vandalism,0.0,0.0,2021-01-28 10:15:00,2021-01-28 16:46:00,6.52,2021
February,Texas,Transmission Interruption,13.0,6102.0,2021-02-01 23:25:00,2021-02-02 01:12:00,1.78,2021
February,South Dakota,Severe Weather/Transmission Interruption,5.0,4.0,2021-02-02 12:34:00,2021-02-02 15:43:00,3.15,2021
February,South Dakota,Severe Weather/Transmission Interruption,5.0,3.0,2021-02-02 09:25:00,2021-02-03 11:38:00,26.22,2021
February,North Dakota,Transmission Interruption,7.0,1400.0,2021-02-03 14:22:00,2021-02-04 22:32:00,32.17,2021
February,Arkansas,Vandalism,0.0,0.0,2021-02-05 09:43:00,2021-02-05 11:19:00,1.6,2021
February,Ohio,Transmission Interruption,0.0,0.0,2021-02-06 06:50:00,2021-02-06 14:43:00,7.88,2021
February,Texas,Suspicious Activity,0.0,0.0,2021-02-07 06:57:00,2021-02-07 07:34:00,0.62,2021
February,Minnesota,Transmission Interruption,0.0,0.0,2021-02-08 07:04:00,2021-02-08 14:10:00,7.1,2021
February,New Hampshire,System Operations,0.0,0.0,2021-02-08 18:19:00,2021-02-08 18:29:00,0.17,2021
February,Oregon,Vandalism,0.0,0.0,2021-02-09 13:00:00,2021-02-10 14:21:00,25.35,2021
February,North Carolina,Transmission Interruption,0.0,0.0,2021-02-09 10:51:00,,,2021
February,Texas,Severe Weather,,2000000.0,2021-02-10 15:00:00,2021-02-23 15:00:00,312.0,2021
February,Illinois,Fuel Supply Deficiency,,,2021-02-11 08:30:00,2021-02-22 09:00:00,264.5,2021
February,Colorado,Transmission Interruption,0.0,0.0,2021-02-11 19:21:00,2021-02-11 21:20:00,1.98,2021
February,Kansas,Fuel Supply Deficiency,0.0,0.0,2021-02-11 13:00:00,,,2021
February,Oregon,Severe Weather,,300187.0,2021-02-12 21:00:00,2021-02-20 17:15:00,188.25,2021
February,Texas,Fuel Supply Deficiency,,,2021-02-12 15:30:00,2021-02-22 07:30:00,232.0,2021
February,Washington,Severe Weather,164.0,37583.0,2021-02-13 09:56:00,2021-02-13 11:01:00,1.08,2021
February,Texas,Severe Weather,,,2021-02-13 13:30:00,2021-02-20 08:00:00,162.5,2021
February,West Virginia,Severe Weather,,55097.0,2021-02-13 13:30:00,2021-02-19 21:00:00,151.5,2021
February,South Carolina,Severe Weather,,129000.0,2021-02-13 08:32:00,2021-02-14 15:00:00,30.47,2021
February,Texas,Severe Weather,7214.0,,2021-02-14 08:30:00,2021-02-19 18:00:00,129.5,2021
February,Texas,Severe Weather,,,2021-02-14 08:30:00,2021-02-19 18:00:00,129.5,2021
February,Oklahoma,Severe Weather,,,2021-02-14 05:30:00,2021-02-18 10:00:00,100.5,2021
February,Arkansas,Severe Weather,461.0,125484.0,2021-02-14 20:21:00,2021-02-18 09:30:00,85.15,2021
February,North Dakota,Severe Weather,3000.0,,2021-02-14 20:00:00,2021-02-18 09:28:00,85.47,2021
February,Missouri,Severe Weather,,,2021-02-14 19:05:00,,,2021
February,Nebraska,Severe Weather,0.0,0.0,2021-02-14 20:32:00,,,2021
February,Missouri,Severe Weather,0.0,0.0,2021-02-14 18:00:00,2021-02-16 22:00:00,52.0,2021
February,Texas,Severe Weather,,,2021-02-15 01:20:00,2021-02-18 00:42:00,71.37,2021
February,Texas,Severe Weather,4966.0,1390000.0,2021-02-15 01:20:00,2021-02-18 00:02:00,70.7,2021
February,Texas,System Operations,0.0,0.0,2021-02-15 16:00:00,2021-02-15 18:34:00,2.57,2021
February,Texas,Severe Weather,500.0,,2021-02-15 00:00:00,,,2021
February,Texas,Severe Weather,300.0,,2021-02-15 05:36:00,,,2021
February,Texas,Severe Weather,,175000.0,2021-02-15 13:00:00,2021-02-20 10:00:00,117.0,2021
February,Texas,Severe Weather,524.0,,2021-02-15 01:54:00,2021-02-17 23:56:00,70.03,2021
February,Texas,Severe Weather,7214.0,,2021-02-15 01:20:00,2021-02-19 09:00:00,103.67,2021
February,Louisiana,Severe Weather,,,2021-02-15 15:00:00,2021-02-19 10:00:00,91.0,2021
February,Texas,Severe Weather,,219306.0,2021-02-15 02:51:00,2021-02-19 09:00:00,102.15,2021
February,Texas,Severe Weather,724.0,,2021-02-15 01:54:00,2021-02-19 09:00:00,103.1,2021
February,Texas,Severe Weather,,154000.0,2021-02-15 03:06:00,,,2021
February,Texas,Severe Weather,,,2021-02-15 05:27:00,2021-02-18 08:18:00,74.85,2021
February,Texas,Severe Weather,,,2021-02-15 01:23:00,2021-02-19 05:30:00,100.12,2021
February,Kansas,Severe Weather,,,2021-02-15 08:50:00,2021-02-18 09:30:00,72.67,2021
February,Oklahoma,Fuel Supply Deficiency,0.0,0.0,2021-02-15 07:00:00,2021-02-18 09:00:00,74.0,2021
February,Oklahoma,Fuel Supply Deficiency,0.0,,2021-02-15 19:48:00,2021-02-18 10:30:00,62.7,2021
February,Texas,Severe Weather,116.0,29942.0,2021-02-15 10:24:00,2021-02-18 09:52:00,71.47,2021
February,Texas,Severe Weather,,,2021-02-15 18:00:00,2021-02-15 23:55:00,5.92,2021
February,Texas,Severe Weather,800.0,,2021-02-15 05:40:00,2021-02-16 13:11:00,31.52,2021
February,Texas,Severe Weather,,,2021-02-15 06:45:00,,,2021
February,Arkansas,Severe Weather,,,2021-02-15 05:00:00,2021-02-17 16:00:00,59.0,2021
February,Mississippi,Severe Weather,,,2021-02-15 17:00:00,2021-02-15 22:59:00,5.98,2021
February,Texas,Severe Weather,107.0,25000.0,2021-02-15 07:52:00,2021-02-17 14:15:00,54.38,2021
February,Oklahoma,Severe Weather,350.0,200000.0,2021-02-15 06:51:00,2021-02-16 13:19:00,30.47,2021
February,Louisiana,System Operations,,,2021-02-15 18:00:00,2021-02-15 23:59:00,5.98,2021
February,Texas,Severe Weather,,,2021-02-15 18:00:00,2021-02-15 23:59:00,5.98,2021
February,Louisiana,Fuel Supply Deficiency,,,2021-02-15 14:00:00,2021-02-15 18:00:00,4.0,2021
February,Texas,Severe Weather,360.0,72000.0,2021-02-15 01:20:00,,,2021
February,Missouri,Severe Weather,,,2021-02-15 12:18:00,2021-02-15 13:22:00,1.07,2021
February,Nebraska,Fuel Supply Deficiency,613.0,,2021-02-15 10:00:00,,,2021
February,Texas,Severe Weather,0.0,0.0,2021-02-15 09:10:00,,,2021
February,Texas,Severe Weather,300.0,,2021-02-15 05:36:00,,,2021
February,Texas,Severe Weather,500.0,,2021-02-15 00:00:00,,,2021
February,Kansas,Severe Weather,,222000.0,2021-02-16 07:03:00,2021-02-20 22:00:00,110.95,2021
February,Arkansas,Transmission Interruption,,,2021-02-16 18:19:00,,,2021
February,Texas,System Operations,0.0,0.0,2021-02-16 17:45:00,2021-02-16 19:15:00,1.5,2021
February,Louisiana,Severe Weather,360.0,,2021-02-16 06:48:00,,,2021
February,Texas,Fuel Supply Deficiency,,,2021-02-16 18:35:00,2021-02-17 01:00:00,6.42,2021
February,Texas,System Operations,0.0,0.0,2021-02-16 23:28:00,,,2021
February,Missouri,Severe Weather,,,2021-02-16 16:40:00,2021-02-20 00:00:00,79.33,2021
February,Mississippi,Severe Weather,,,2021-02-16 17:35:00,2021-02-17 00:00:00,6.42,2021
February,Nebraska,Severe Weather,126.0,81100.0,2021-02-16 07:20:00,2021-02-16 10:02:00,2.7,2021
February,Louisiana,Severe Weather,1420.0,,2021-02-16 05:30:00,2021-02-16 14:00:00,8.5,2021
February,Louisiana,Severe Weather,700.0,,2021-02-16 19:43:00,2021-02-16 21:41:00,1.97,2021
February,Texas,Severe Weather,538.0,,2021-02-16 19:40:00,2021-02-17 01:00:00,5.33,2021
February,Texas,Severe Weather,168.0,840000.0,2021-02-16 07:17:00,2021-02-16 10:08:00,2.85,2021
February,Louisiana,System Operations,,,2021-02-16 18:35:00,2021-02-17 01:00:00,6.42,2021
February,Oregon,System Operations,0.0,0.0,2021-02-16 10:20:00,2021-02-16 13:20:00,3.0,2021
February,Nebraska,Transmission Interruption,31.0,,2021-02-16 09:31:00,2021-02-16 10:27:00,0.93,2021
February,Louisiana,Severe Weather,,,2021-02-16 17:35:00,2021-02-17 00:00:00,6.42,2021
February,Louisiana,System Operations,100.0,18150.0,2021-02-16 06:24:00,2021-02-16 10:41:00,4.28,2021
February,Kentucky,Severe Weather,,54167.0,2021-02-16 01:00:00,2021-02-16 21:28:00,20.47,2021
February,Missouri,Severe Weather/Transmission Interruption,130.0,,2021-02-16 06:10:00,,,2021
February,New Jersey,Cyber Event,,0.0,2021-02-16 07:00:00,,,2021
February,Louisiana,Severe Weather,153.0,,2021-02-16 07:22:00,2021-02-16 08:00:00,0.63,2021
February,Louisiana,Severe Weather,402.0,,2021-02-16 06:48:00,,,2021
February,Texas,Severe Weather,300.0,,2021-02-16 04:26:00,,,2021
February,Louisiana,System Operations,,,2021-02-17 18:00:00,2021-02-17 23:00:00,5.0,2021
February,Texas,Severe Weather,,,2021-02-17 18:00:00,2021-02-17 23:00:00,5.0,2021
February,Kansas,Fuel Supply Deficiency,,,2021-02-17 09:00:00,2021-02-19 09:00:00,48.0,2021
February,Mississippi,Severe Weather,,,2021-02-17 17:00:00,2021-02-17 22:00:00,5.0,2021
February,North Carolina,Transmission Interruption,0.0,0.0,2021-02-17 10:30:00,2021-02-17 18:04:00,7.57,2021
February,Louisiana,Severe Weather,400.0,67000.0,2021-02-17 17:00:00,2021-02-17 22:00:00,5.0,2021
February,Texas,System Operations,0.0,0.0,2021-02-17 06:38:00,2021-02-17 08:37:00,1.98,2021
February,Louisiana,Severe Weather,402.0,,2021-02-19 06:48:00,,,2021
February,Texas,Cyber Event,,0.0,2021-02-19 21:00:00,2021-02-20 13:00:00,16.0,2021
February,New York,System Operations,0.0,0.0,2021-02-19 12:01:00,2021-02-19 12:41:00,0.67,2021
February,Oregon,System Operations,,0.0,2021-02-27 06:02:00,2021-02-27 09:51:00,3.82,2021
February,Texas,System Operations,0.0,0.0,2021-02-28 12:42:00,2021-02-28 13:22:00,0.67,2021
March,New York,Cyber Event,0.0,0.0,2021-03-01 10:06:00,2021-03-09 12:00:00,193.9,2021
March,Connecticut,Severe Weather,,69260.0,2021-03-01 22:45:00,2021-03-02 18:35:00,19.83,2021
March,Texas,Vandalism,0.0,0.0,2021-03-01 13:06:00,2021-03-01 13:07:00,0.02,2021
March,Kentucky,System Operations,0.0,0.0,2021-03-02 13:03:00,2021-03-02 13:38:00,0.58,2021
March,Indiana,System Operations,0.0,0.0,2021-03-05 14:30:00,2021-03-05 15:00:00,0.5,2021
March,California,Severe Weather,22.0,24000.0,2021-03-06 03:21:00,2021-03-06 04:07:00,0.77,2021
March,Washington,Vandalism,0.0,0.0,2021-03-08 04:36:00,2021-03-08 04:37:00,0.02,2021
March,Oregon,Suspicious Activity,0.0,0.0,2021-03-08 08:54:00,2021-03-08 08:55:00,0.02,2021
March,Washington,Vandalism,0.0,0.0,2021-03-11 08:10:00,2021-03-11 13:00:00,4.83,2021
